NAME
"Baclini, Miss. Helene Barbara"
"West, Mrs. Edwy Arthur (Ada Mary Worth)"
"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)"
"Hirvonen, Miss. Hildur E"
"Turkula, Mrs. (Hedwig)"
"Bishop, Mr. Dickinson H"
"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)"
"Coutts, Master. Eden Leslie ""Neville"""
"Eustis, Miss. Elizabeth Mussey"
"Maioni, Miss. Roberta"
"Quick, Mrs. Frederick Charles (Jane Richards)"
"Bradley, Mr. George (""George Arthur Brayton"")"
"Lang, Mr. Fang"
"Daly, Mr. Eugene Patrick"
"McGough, Mr. James Robert"
"Rothschild, Mrs. Martin (Elizabeth L. Barrett)"
"Lemore, Mrs. (Amelia Milley)"
"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)"
"Perreault, Miss. Anne"
"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)"
"Ridsdale, Miss. Lucy"
"Quick, Miss. Phyllis May"
"Peter, Mrs. Catherine (Catherine Rizk)"
"Hart, Miss. Eva Miriam"
"LeRoy, Miss. Bertha"
"Frolicher, Miss. Hedwig Margaritha"
"Crosby, Miss. Harriet R"
"Beane, Mr. Edward"
"Beane, Mrs. Edward (Ethel Clarke)"
"Padro y Manent, Mr. Julian"
"Davies, Master. John Morgan Jr"
"Thayer, Mr. John Borland Jr"
"Leeni, Mr. Fahim (""Philip Zenni"")"
"Ohman, Miss. Velin"
"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")"
"Taussig, Mrs. Emil (Tillie Mandelbaum)"
"de Messemaeker, Mrs. Guillaume Joseph (Emma)"
"Jonsson, Mr. Carl"
"Harris, Mr. George"
"Appleton, Mrs. Edward Dale (Charlotte Lamson)"
"Flynn, Mr. John Irwin (""Irving"")"
"Kelly, Miss. Mary"
"Garside, Miss. Ethel"
"Silvey, Mrs. William Baird (Alice Munger)"
"Jussila, Mr. Eiriik"
"Christy, Miss. Julie Rachel"
"Thayer, Mrs. John Borland (Marian Longstreth Morris)"
"Taussig, Miss. Ruth"
"Frolicher-Stehli, Mr. Maxmillian"
"Stephenson, Mrs. Walter Bertram (Martha Eustis)"
"Leitch, Miss. Jessie Wills"
"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")"
"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)"
"Homer, Mr. Harry (""Mr E Haven"")"
"Daniel, Mr. Robert Williams"
"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)"
"Shutes, Miss. Elizabeth W"
"Murphy, Miss. Margaret Jane"
"Herman, Miss. Alice"
"Becker, Miss. Marion Louise"
"Kimball, Mr. Edwin Nelson Jr"
"Nakid, Mr. Sahid"
"Longley, Miss. Gretchen Fiske"
"Barkworth, Mr. Algernon Henry Wilson"
"Stahelin-Maeglin, Dr. Max"
"Davis, Miss. Mary"
"Sagesser, Mlle. Emma"
"Foo, Mr. Choong"
"Baclini, Miss. Eugenie"
"Harper, Mr. Henry Sleeper"
"Simonius-Blumer, Col. Oberst Alfons"
"Stanley, Miss. Amy Zillah Elsie"
"Doling, Miss. Elsie"
"O'Leary, Miss. Hanora ""Norah"""
"Frauenthal, Dr. Henry William"
"Lindqvist, Mr. Eino William"
"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)"
"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)"
"Wilhelms, Mr. Charles"
"Turja, Miss. Anna Sofia"
"Cardeza, Mr. Thomas Drake Martinez"
"Hassab, Mr. Hammad"
"Madill, Miss. Georgette Alexandra"
"Dick, Mr. Albert Adrian"
"Karun, Miss. Manca"
"Lam, Mr. Ali"
"Mullens, Miss. Katherine ""Katie"""
"Astor, Mrs. John Jacob (Madeleine Talmadge Force)"
"Silverthorne, Mr. Spencer Victor"
"Kelly, Mrs. Florence ""Fannie"""
"Calderhead, Mr. Edward Pennington"
"Cleaver, Miss. Alice"
"Moubarek, Master. Halim Gonios (""William George"")"
"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")"
"Taylor, Mr. Elmer Zebley"
"Endres, Miss. Caroline Louise"
"Troutt, Miss. Edwina Celia ""Winnie"""
"Harper, Miss. Annie Jessie ""Nina"""
"Chambers, Mr. Norman Campbell"
"Renouf, Mrs. Peter Henry (Lillian Jefferys)"
"Mannion, Miss. Margareth"
"Allen, Miss. Elisabeth Walton"
"Lesurer, Mr. Gustave J"
"Hawksford, Mr. Walter James"
"Ryerson, Miss. Susan Parker ""Suzette"""
"Stranden, Mr. Juho"
"Sinkkonen, Miss. Anna"
"Wells, Miss. Joan"
"Moor, Master. Meier"
"Herman, Mrs. Samuel (Jane Laver)"
"Hamalainen, Master. Viljo"
"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)"
"Barah, Mr. Hanna Assi"
"Carter, Mrs. William Ernest (Lucile Polk)"
"Hogeboom, Mrs. John C (Anna Andrews)"
"Hocking, Mrs. Elizabeth (Eliza Needs)"
"Emanuel, Miss. Virginia Ethel"
"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)"
"Ayoub, Miss. Banoura"
"Dick, Mrs. Albert Adrian (Vera Gillespie)"
"Sjoblom, Miss. Anna Sofia"
"Dean, Master. Bertram Vere"
"Leader, Dr. Alice (Farnham)"
"Osman, Mrs. Mara"
"Collyer, Mrs. Harvey (Charlotte Annie Tate)"
"Carter, Master. William Thornton II"
"Thomas, Master. Assad Alexander"
"Hedman, Mr. Oskar Arvid"
"Chambers, Mrs. Norman Campbell (Bertha Griggs)"
"Hays, Mrs. Charles Melville (Clara Jennings Gregg)"
"Lulic, Mr. Nikola"
"Moor, Mrs. (Beila)"
"Mallet, Master. Andre"
"McCormack, Mr. Thomas Joseph"
"Stone, Mrs. George Nelson (Martha Evelyn)"
"Yasbeck, Mrs. Antoni (Selini Alexander)"
"Richards, Master. George Sibley"
"Compton, Miss. Sara Rebecca"
"Chip, Mr. Chang"
"Marechal, Mr. Pierre"
"Serepeca, Miss. Augusta"
"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)"
"Lines, Miss. Mary Conover"
"Aks, Mrs. Sam (Leah Rosen)"
"Wick, Mrs. George Dennick (Mary Hitchcock)"
"Daly, Mr. Peter Denis "
"Baclini, Mrs. Solomon (Latifa Qurban)"
"Swift, Mrs. Frederick Joel (Margaret Welles Barron)"
"Bystrom, Mrs. (Karolina)"
"Duran y More, Miss. Asuncion"
"Johnson, Master. Harold Theodor"
"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)"
"Abelson, Mrs. Samuel (Hannah Wizosky)"
"Najib, Miss. Adele Kiamie ""Jane"""
"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)"
"Shelley, Mrs. William (Imanita Parrish Hall)"
"Graham, Miss. Margaret Edith"
"Behr, Mr. Karl Howell"
